lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z,lm_21_x,lm_21_y,lm_21_z,lm_22_x,lm_22_y,lm_22_z,lm_23_x,lm_23_y,lm_23_z,lm_24_x,lm_24_y,lm_24_z,lm_25_x,lm_25_y,lm_25_z,lm_26_x,lm_26_y,lm_26_z,lm_27_x,lm_27_y,lm_27_z,lm_28_x,lm_28_y,lm_28_z,lm_29_x,lm_29_y,lm_29_z,lm_30_x,lm_30_y,lm_30_z,lm_31_x,lm_31_y,lm_31_z,lm_32_x,lm_32_y,lm_32_z,clase
0.22286200523376465,0.6063852906227112,-0.03783440589904785,0.2066148817539215,0.6163771748542786,-0.025244884192943573,0.20578032732009888,0.6186431646347046,-0.025521738454699516,0.20520401000976562,0.6212449669837952,-0.025540942326188087,0.20712047815322876,0.6182363033294678,-0.06873711198568344,0.20705389976501465,0.6212642192840576,-0.06900890171527863,0.20692315697669983,0.6258417367935181,-0.06910989433526993,0.2134874165058136,0.6553950309753418,0.041531067341566086,0.21379700303077698,0.6609521508216858,-0.15302971005439758,0.23764511942863464,0.6125771403312683,-0.007054991088807583,0.2366255521774292,0.6181746125221252,-0.06537165492773056,0.3013242483139038,0.6575636863708496,0.16286629438400269,0.29301780462265015,0.6985179781913757,-0.2610301375389099,0.4133456349372864,0.6091458201408386,0.2603047490119934,0.408034086227417,0.6181105971336365,-0.3015756607055664,0.47525379061698914,0.46660804748535156,0.26214876770973206,0.47259414196014404,0.4622081518173218,-0.21675145626068115,0.4966493248939514,0.4495312571525574,0.2746047377586365,0.501897394657135,0.4354735016822815,-0.25218385457992554,0.4911618232727051,0.4230339825153351,0.2296985685825348,0.48973381519317627,0.40946659445762634,-0.23382529616355896,0.48103418946266174,0.4351275563240051,0.24354635179042816,0.4792178273200989,0.4196849763393402,-0.20893317461013794,0.4916600286960602,0.6619048118591309,0.1305205523967743,0.5010594129562378,0.6954873204231262,-0.130692720413208,0.4953206479549408,0.4166926443576813,0.13391494750976562,0.5048190951347351,0.416623055934906,-0.15298938751220703,0.6417525410652161,0.5025725960731506,0.2708130180835724,0.6547077894210815,0.49980250000953674,0.050834789872169495,0.6578896045684814,0.5466171503067017,0.28447332978248596,0.6713542938232422,0.5488750338554382,0.07878711074590683,0.7031405568122864,0.4530966877937317,0.3005475401878357,0.7218746542930603,0.42513859272003174,0.12271630018949509,escoliosis lumbar
0.21375173330307007,0.6044801473617554,0.029047876596450806,0.20034822821617126,0.6153863072395325,0.04246324673295021,0.19987857341766357,0.6177000999450684,0.04220074787735939,0.19932624697685242,0.6201710104942322,0.04214940965175629,0.2009510099887848,0.6188645362854004,-0.0015923873288556933,0.20129302144050598,0.6226698756217957,-0.0018380001420155168,0.2015056312084198,0.6260945200920105,-0.0019443650962784886,0.20828372240066528,0.651907205581665,0.10588141530752182,0.20901978015899658,0.6573628783226013,-0.09105542302131653,0.2300010323524475,0.6110163927078247,0.057803645730018616,0.2290416657924652,0.6157188415527344,-0.001169527298770845,0.29452967643737793,0.6572123169898987,0.22233831882476807,0.2863540053367615,0.6918768882751465,-0.21064183115959167,0.39525800943374634,0.5906267166137695,0.30582720041275024,0.39635205268859863,0.5915622711181641,-0.25206002593040466,0.4232522249221802,0.46034011244773865,0.2893233299255371,0.42789357900619507,0.43723243474960327,-0.1446196287870407,0.4416879713535309,0.4421495795249939,0.30011504888534546,0.44669684767723083,0.4219263792037964,-0.17063109576702118,0.43321165442466736,0.43170875310897827,0.2626985013484955,0.43496468663215637,0.41240280866622925,-0.1554000973701477,0.4257473051548004,0.43426424264907837,0.2726689279079437,0.42640483379364014,0.41880980134010315,-0.13701117038726807,0.48153430223464966,0.6577909588813782,0.13990698754787445,0.48085808753967285,0.6865168809890747,-0.14022234082221985,0.40078485012054443,0.4486871063709259,0.17049770057201385,0.3946613073348999,0.45340052247047424,-0.13435469567775726,0.5506709814071655,0.4923214018344879,0.27778011560440063,0.5522326231002808,0.4967249035835266,0.050985511392354965,0.5711157917976379,0.5350968837738037,0.2877359390258789,0.5753665566444397,0.5424394011497498,0.07561656832695007,0.6062911748886108,0.4242361783981323,0.2892584800720215,0.6105101108551025,0.4189507067203522,0.09946639090776443,escoliosis lumbar
0.2100256383419037,0.6052548289299011,0.013241894543170929,0.19795700907707214,0.6170946359634399,0.027629820629954338,0.19769445061683655,0.6195275187492371,0.027351265773177147,0.1973693072795868,0.6219714879989624,0.027299832552671432,0.19845181703567505,0.6199529767036438,-0.015578599646687508,0.19875678420066833,0.6234438419342041,-0.01584053784608841,0.19898679852485657,0.6269749402999878,-0.015977974981069565,0.20615488290786743,0.6524389386177063,0.09761590510606766,0.20718657970428467,0.6591789722442627,-0.09493173658847809,0.22618108987808228,0.6105767488479614,0.043985795229673386,0.22574841976165771,0.6149899363517761,-0.013688723556697369,0.29525184631347656,0.6529245972633362,0.20760980248451233,0.286323606967926,0.6983618140220642,-0.19864338636398315,0.39713186025619507,0.6059136390686035,0.27643251419067383,0.3948468565940857,0.6188218593597412,-0.23490168154239655,0.4166550040245056,0.47290313243865967,0.23148730397224426,0.41474491357803345,0.4495229721069336,-0.13397619128227234,0.43428611755371094,0.45283156633377075,0.2362588346004486,0.43487122654914856,0.43252354860305786,-0.1581456959247589,0.42799800634384155,0.446425199508667,0.20053008198738098,0.42638230323791504,0.42583543062210083,-0.14281612634658813,0.4205794632434845,0.4494578242301941,0.21478478610515594,0.4157324731349945,0.43258413672447205,-0.12621767818927765,0.4824710488319397,0.6523317098617554,0.12859606742858887,0.48358121514320374,0.6908667683601379,-0.12884874641895294,0.39769604802131653,0.46452653408050537,0.1440277248620987,0.3814674913883209,0.467851847410202,-0.15905018150806427,0.5442577600479126,0.5009874701499939,0.24579527974128723,0.5406020879745483,0.49860095977783203,0.01763278804719448,0.5622991323471069,0.548846960067749,0.2557794153690338,0.5586755275726318,0.5461986660957336,0.04268777742981911,0.6066806316375732,0.44202136993408203,0.2635343372821808,0.6083844900131226,0.4321903586387634,0.07729432731866837,escoliosis lumbar
0.20769381523132324,0.6052812337875366,0.005157224368304014,0.19467279314994812,0.617567241191864,0.018660839647054672,0.19436010718345642,0.6193963885307312,0.018384624272584915,0.19409379363059998,0.621618926525116,0.01834026351571083,0.19564029574394226,0.6211122870445251,-0.023020753636956215,0.19647297263145447,0.6241068840026855,-0.0232822448015213,0.19720366597175598,0.6282057166099548,-0.023415787145495415,0.2041950523853302,0.6538578867912292,0.08756758272647858,0.20625841617584229,0.6613804697990417,-0.09790021181106567,0.2248125970363617,0.6101022958755493,0.03572065010666847,0.22464624047279358,0.6163740754127502,-0.019912851974368095,0.29551857709884644,0.6538706421852112,0.19509220123291016,0.2864733338356018,0.6986365914344788,-0.19380369782447815,0.3969367742538452,0.6135650873184204,0.25541916489601135,0.3952863812446594,0.6191155314445496,-0.22417782247066498,0.41779571771621704,0.48025399446487427,0.20524068176746368,0.415433794260025,0.4511433243751526,-0.12413135170936584,0.4325668215751648,0.4579519033432007,0.2080974578857422,0.4344002604484558,0.4331786632537842,-0.1480519026517868,0.4263201951980591,0.452639639377594,0.17296373844146729,0.4242657721042633,0.4261861741542816,-0.13281501829624176,0.4203258156776428,0.4595199227333069,0.1886892169713974,0.4151797294616699,0.4342804551124573,-0.11652500927448273,0.48236897587776184,0.6557121276855469,0.12261282652616501,0.48300668597221375,0.6912069320678711,-0.12285524606704712,0.3993445336818695,0.4677615761756897,0.14234715700149536,0.3809720575809479,0.4691721200942993,-0.15378227829933167,0.5442928671836853,0.5026050806045532,0.24155576527118683,0.540076732635498,0.49907737970352173,0.01869952119886875,0.56256103515625,0.5507082939147949,0.2512432932853699,0.5579167008399963,0.5471707582473755,0.043460652232170105,0.6064243316650391,0.443495512008667,0.2585752010345459,0.6069139838218689,0.4323340356349945,0.07903396338224411,escoliosis lumbar
0.20777291059494019,0.6054116487503052,0.00477060629054904,0.19490981101989746,0.6179736852645874,0.019439896568655968,0.1945192515850067,0.6197401285171509,0.01916590891778469,0.19413447380065918,0.6219566464424133,0.019126472994685173,0.1959517002105713,0.6212839484214783,-0.02470019832253456,0.19668614864349365,0.6241968870162964,-0.024971498176455498,0.1972665786743164,0.6283947825431824,-0.025117110460996628,0.20416265726089478,0.6541892290115356,0.09228026121854782,0.20628732442855835,0.6617345213890076,-0.10423532873392105,0.22441110014915466,0.6099122166633606,0.03669952228665352,0.22441157698631287,0.6163341999053955,-0.02207297272980213,0.294819712638855,0.6538103222846985,0.20841144025325775,0.28666990995407104,0.6992782354354858,-0.20685994625091553,0.39284396171569824,0.6157148480415344,0.2744835317134857,0.3948562741279602,0.6232035756111145,-0.23651480674743652,0.41407281160354614,0.4830223023891449,0.22217683494091034,0.4127952754497528,0.4523690640926361,-0.12577666342258453,0.43069708347320557,0.4651733636856079,0.2265518307685852,0.43053317070007324,0.43208441138267517,-0.14938512444496155,0.42057421803474426,0.45837870240211487,0.19020256400108337,0.41976532340049744,0.42604976892471313,-0.13158906996250153,0.4135604500770569,0.46145206689834595,0.20501308143138885,0.4107183814048767,0.43355077505111694,-0.11653566360473633,0.48121410608291626,0.6524307727813721,0.1300133913755417,0.48437637090682983,0.6892205476760864,-0.13024821877479553,0.398179292678833,0.46872207522392273,0.15771393477916718,0.37994831800460815,0.47055232524871826,-0.16290199756622314,0.5405136942863464,0.5036298036575317,0.260877788066864,0.5389149785041809,0.5006966590881348,0.01749451272189617,0.5571728348731995,0.5499582290649414,0.27124983072280884,0.556085467338562,0.5474957227706909,0.043552812188863754,0.6050987243652344,0.4398319125175476,0.28398892283439636,0.6067596077919006,0.4285157322883606,0.08433514088392258,escoliosis lumbar
0.20768004655838013,0.6053035855293274,0.011503182351589203,0.19483476877212524,0.6176040172576904,0.026484984904527664,0.194491446018219,0.6193629503250122,0.026211917400360107,0.19420740008354187,0.6214890480041504,0.026169221848249435,0.1960473656654358,0.6210823059082031,-0.01832696795463562,0.19700539112091064,0.6240407228469849,-0.018596559762954712,0.19777792692184448,0.6281787753105164,-0.018743854016065598,0.20429950952529907,0.6531140208244324,0.09989861398935318,0.2063019573688507,0.6614713072776794,-0.09990450739860535,0.22429946064949036,0.6095718145370483,0.04368935152888298,0.22443601489067078,0.6161013245582581,-0.01606319099664688,0.2952384948730469,0.652895450592041,0.2179553061723709,0.2866685390472412,0.6988180875778198,-0.20569449663162231,0.3926176130771637,0.6119363307952881,0.28970715403556824,0.3943710923194885,0.622860312461853,-0.235711470246315,0.41383522748947144,0.47904032468795776,0.24840527772903442,0.41489550471305847,0.451299250125885,-0.12069467455148697,0.43115225434303284,0.461456298828125,0.2553688883781433,0.4320982098579407,0.4322913885116577,-0.14340807497501373,0.4208325743675232,0.45110422372817993,0.2192796915769577,0.4217296540737152,0.42616036534309387,-0.12621235847473145,0.4138243794441223,0.45766931772232056,0.23160916566848755,0.41308754682540894,0.43336886167526245,-0.11166529357433319,0.4809282124042511,0.6533933281898499,0.13416026532649994,0.4827195107936859,0.6907160878181458,-0.13440899550914764,0.3970335125923157,0.4676774740219116,0.16237744688987732,0.3802996873855591,0.4698679447174072,-0.16823068261146545,0.5437452793121338,0.5038372278213501,0.2572319805622101,0.5397443175315857,0.5008689165115356,0.012493598274886608,0.5588262677192688,0.55014568567276,0.26661941409111023,0.5569741725921631,0.5473707318305969,0.03837545961141586,0.6039844155311584,0.4506034553050995,0.27528440952301025,0.6069623231887817,0.43284377455711365,0.0754595398902893,escoliosis lumbar
0.20819130539894104,0.6064039468765259,0.011043073609471321,0.19556158781051636,0.6186365485191345,0.02677234634757042,0.1952437162399292,0.6206342577934265,0.026496050879359245,0.19499918818473816,0.6230361461639404,0.026448512449860573,0.19664433598518372,0.6218835711479187,-0.018128911033272743,0.19748136401176453,0.6248928308486938,-0.018389079719781876,0.19812342524528503,0.6285057067871094,-0.018526844680309296,0.20487558841705322,0.6535096168518066,0.10153437405824661,0.20668819546699524,0.6610302925109863,-0.09867145866155624,0.22482511401176453,0.6109040975570679,0.04343554377555847,0.22499310970306396,0.616916298866272,-0.016413025557994843,0.29445356130599976,0.6540209054946899,0.2173183709383011,0.2860907316207886,0.6987963914871216,-0.20599548518657684,0.395952045917511,0.6074956655502319,0.2818988859653473,0.3938133716583252,0.62142413854599,-0.2374005913734436,0.4168246388435364,0.47630253434181213,0.22590573132038116,0.4146764874458313,0.45089617371559143,-0.12350547313690186,0.43324893712997437,0.4551212787628174,0.22991110384464264,0.43380966782569885,0.43409550189971924,-0.14675013720989227,0.4261954128742218,0.44922512769699097,0.19414274394512177,0.42492207884788513,0.4276878237724304,-0.1307566910982132,0.4192541241645813,0.4554438591003418,0.20877760648727417,0.41461607813835144,0.4347884953022003,-0.11501750349998474,0.48069339990615845,0.6530155539512634,0.13381992280483246,0.48271051049232483,0.690789520740509,-0.13407376408576965,0.39684122800827026,0.4636837840080261,0.15508981049060822,0.38068100810050964,0.4676017165184021,-0.162551611661911,0.5433663129806519,0.5036013126373291,0.2546665668487549,0.5395002365112305,0.5009405016899109,0.01792754977941513,0.5585451722145081,0.5495433211326599,0.2644232511520386,0.5572003722190857,0.5476027131080627,0.04346707463264465,0.6064927577972412,0.44289612770080566,0.2729725241661072,0.6081869006156921,0.43392395973205566,0.08013851940631866,escoliosis lumbar
0.2091103494167328,0.6073406934738159,0.006459505762904882,0.19626420736312866,0.6188783049583435,0.020875489339232445,0.19586655497550964,0.6206552982330322,0.0206005796790123,0.19550254940986633,0.6227349042892456,0.020557774230837822,0.1974579393863678,0.622682511806488,-0.022949039936065674,0.19833162426948547,0.6257141828536987,-0.023213982582092285,0.1989682912826538,0.62940913438797,-0.023355331271886826,0.20506596565246582,0.6527531147003174,0.09243221580982208,0.207017719745636,0.6617851853370667,-0.10272467136383057,0.22534862160682678,0.611731231212616,0.03795308247208595,0.22544726729393005,0.6183487772941589,-0.020451843738555908,0.2954443097114563,0.6545040607452393,0.2084217220544815,0.28568947315216064,0.6995419859886169,-0.2039387822151184,0.3941303491592407,0.6104849576950073,0.2764193117618561,0.39435964822769165,0.6209291815757751,-0.2314434051513672,0.41810062527656555,0.47690945863723755,0.23054815828800201,0.4144349694252014,0.4515334963798523,-0.11754675954580307,0.43404698371887207,0.4600982069969177,0.23619456589221954,0.4321780800819397,0.43270930647850037,-0.14007312059402466,0.42577147483825684,0.4494810104370117,0.20047566294670105,0.4214169681072235,0.4271012246608734,-0.12283775955438614,0.4156418442726135,0.45509880781173706,0.2138725072145462,0.4122121036052704,0.43422257900238037,-0.108600914478302,0.48132064938545227,0.6541189551353455,0.1303233951330185,0.4839007258415222,0.6896837949752808,-0.1305665522813797,0.39726126194000244,0.4669083058834076,0.1573164314031601,0.3804580867290497,0.4700543284416199,-0.16048653423786163,0.5445213317871094,0.5054333209991455,0.24764955043792725,0.5407196879386902,0.5023767352104187,0.01764346845448017,0.5599313974380493,0.550949215888977,0.25637879967689514,0.5579661130905151,0.5483943819999695,0.04312323033809662,0.607659101486206,0.4421653747558594,0.26369360089302063,0.6074614524841309,0.43532076478004456,0.08080156147480011,escoliosis lumbar
0.20913079380989075,0.6078000068664551,0.010453630238771439,0.19603437185287476,0.619979739189148,0.02627439796924591,0.19577831029891968,0.6219480633735657,0.026002321392297745,0.19551843404769897,0.6243985891342163,0.025952504947781563,0.19684046506881714,0.6231516599655151,-0.01737104542553425,0.19744285941123962,0.626098096370697,-0.01762619987130165,0.19790512323379517,0.6302326321601868,-0.017758408561348915,0.20512664318084717,0.6555106043815613,0.1007157638669014,0.2068963646888733,0.6641708612442017,-0.09361284971237183,0.2256074845790863,0.6121918559074402,0.0425618439912796,0.2255902886390686,0.6182554364204407,-0.015601170249283314,0.2958363890647888,0.6527190208435059,0.21318966150283813,0.28808367252349854,0.6984350681304932,-0.19776996970176697,0.3973733186721802,0.6043581366539001,0.2753134071826935,0.3933701813220978,0.6203927397727966,-0.23003821074962616,0.41502928733825684,0.4689571261405945,0.2194836437702179,0.4153260290622711,0.45283812284469604,-0.12024393677711487,0.4305014908313751,0.45091670751571655,0.22250491380691528,0.4327947199344635,0.43375951051712036,-0.14330080151557922,0.4231235980987549,0.44494399428367615,0.18809254467487335,0.4220401644706726,0.4268037974834442,-0.127359539270401,0.41357067227363586,0.44946354627609253,0.2029000222682953,0.41248276829719543,0.4347321689128876,-0.11196938157081604,0.48152342438697815,0.6534005999565125,0.1300964057445526,0.48278483748435974,0.6914992928504944,-0.13033908605575562,0.39503756165504456,0.46072688698768616,0.14154987037181854,0.3815215826034546,0.46068501472473145,-0.15921132266521454,0.5425492525100708,0.5046619176864624,0.2473594695329666,0.5398045182228088,0.5043202638626099,0.01858128421008587,0.5577223896980286,0.5497880578041077,0.25778016448020935,0.5578001737594604,0.5506613850593567,0.043831583112478256,0.6081879138946533,0.4426180124282837,0.26581287384033203,0.6105009913444519,0.43528133630752563,0.0787433609366417,escoliosis lumbar
0.20844677090644836,0.6081511378288269,0.015209341421723366,0.19578689336776733,0.6200016736984253,0.031100919470191002,0.1955113708972931,0.6220139861106873,0.03082611784338951,0.1952628195285797,0.6244599223136902,0.030775707215070724,0.19665342569351196,0.6233100891113281,-0.013541702181100845,0.1973419487476349,0.6263984441757202,-0.013797770254313946,0.19781118631362915,0.6297089457511902,-0.013926805928349495,0.20503020286560059,0.6551799774169922,0.10493587702512741,0.20657852292060852,0.6624532341957092,-0.09415347874164581,0.22484996914863586,0.6126832962036133,0.04713503271341324,0.22478774189949036,0.6182922124862671,-0.012415665201842785,0.2952432632446289,0.6548050045967102,0.21918390691280365,0.28695765137672424,0.6988887786865234,-0.20408110320568085,0.39771968126296997,0.605216920375824,0.285029798746109,0.39452898502349854,0.6187304258346558,-0.23859494924545288,0.4154236316680908,0.4692434072494507,0.2353792041540146,0.4153827428817749,0.4514796733856201,-0.12497865408658981,0.4316072463989258,0.45160242915153503,0.24058933556079865,0.433540016412735,0.4340533912181854,-0.1483163684606552,0.4253014326095581,0.4464477002620697,0.20486362278461456,0.4234371781349182,0.4275914132595062,-0.1315743327140808,0.41846856474876404,0.450164258480072,0.21846748888492584,0.41361841559410095,0.43491411209106445,-0.11634469777345657,0.4797849953174591,0.6544495820999146,0.13469304144382477,0.48165813088417053,0.6912781596183777,-0.13495081663131714,0.39742934703826904,0.4583507776260376,0.147311270236969,0.38414204120635986,0.45915162563323975,-0.16164278984069824,0.5440807342529297,0.5056905150413513,0.2565060257911682,0.540847659111023,0.5050798654556274,0.02141428552567959,0.5605441331863403,0.5499252676963806,0.2673177719116211,0.558244526386261,0.5497565865516663,0.04715679958462715,0.6099982261657715,0.44260555505752563,0.2767448425292969,0.6082665920257568,0.43962323665618896,0.08383508026599884,escoliosis lumbar
